filename,PC_0,PC_1,genre
blues.00000.0,-0.1128613299597637,1.7965701634534719,blues
blues.00000.1,0.1251446796010871,1.0251732021075048,blues
blues.00000.2,0.4839599705061964,1.6086631686176263,blues
blues.00000.3,-0.899360580173232,1.4425277015174578,blues
blues.00000.4,0.733186128127009,1.2070675812088898,blues
blues.00000.5,0.22777396466503996,2.060280299034507,blues
blues.00001.0,0.47518331202868813,-0.8590176381445493,blues
blues.00001.1,1.4385116858019742,1.6673730348619342,blues
blues.00001.2,-0.09747599485702231,-0.26432300918097545,blues
blues.00001.3,0.8614329287949036,-0.66948747633314,blues
blues.00001.4,0.06405244492931175,-0.02808863399594809,blues
blues.00001.5,1.034154923629006,0.6071303404365326,blues
blues.00002.0,1.1356001182702546,0.9644912548810858,blues
blues.00002.1,0.9463148671380402,1.3366588745049393,blues
blues.00002.2,1.2040235164957604,1.2258630567897946,blues
blues.00002.3,1.0963398891674023,1.4682720034455439,blues
blues.00002.4,1.0860939287791698,2.061760358748594,blues
blues.00002.5,0.292043113831301,1.2565370533858151,blues
blues.00003.0,3.5667938985137173,-0.8182727196027646,blues
blues.00003.1,2.9188961568346414,-0.6256909744843323,blues
blues.00003.2,2.945144231710434,-2.0250494299531465,blues
blues.00003.3,2.976018195628468,-2.355864319186644,blues
blues.00003.4,3.1913125802217968,-1.2698107263468206,blues
blues.00003.5,3.0778896646750344,-1.4906375095278441,blues
blues.00004.0,1.545132090330953,0.2838209237866831,blues
blues.00004.1,1.0101813644050874,0.979056719189628,blues
blues.00004.2,2.29753186002842,2.5544291019596224,blues
blues.00004.3,1.6921652658615278,2.230769315592442,blues
blues.00004.4,2.1935883015788047,1.9789746806849386,blues
blues.00004.5,1.564741420798299,2.700066929971833,blues
blues.00005.0,3.990515062869432,1.7967218294365834,blues
blues.00005.1,1.34402279432095,-3.0276547190777188,blues
blues.00005.2,0.7135544557936516,-3.4415345045626817,blues
blues.00005.3,4.095232684838552,2.5970785488850714,blues
blues.00005.4,0.7699333543613556,-1.4114139267941677,blues
blues.00005.5,3.754419873785236,2.0726369094912287,blues
blues.00006.0,4.386160908466395,-1.8366307864833722,blues
blues.00006.1,5.8339700098675245,0.6108841507399511,blues
blues.00006.2,3.4486614726850515,-1.991257081351385,blues
blues.00006.3,3.444347563826766,-1.249557259071668,blues
blues.00006.4,2.9373316950918826,2.183608400897071,blues
blues.00006.5,1.9336193728324813,0.426572276845762,blues
blues.00007.0,1.9314039821093192,0.8771546869137002,blues
blues.00007.1,3.2494233300959325,-0.6420096251488142,blues
blues.00007.2,2.6442204982883015,-1.463932847650745,blues
blues.00007.3,3.3308130510157015,1.2825803350265121,blues
blues.00007.4,1.9696535630270458,-1.0955297039559886,blues
blues.00007.5,2.695250686482961,-0.7345588086304139,blues
blues.00008.0,0.08099121159698101,0.6343390207607138,blues
blues.00008.1,0.2146997882836087,1.3270787972590716,blues
blues.00008.2,0.10927828870734148,1.1791399379957601,blues
blues.00008.3,0.2545497608961798,0.9644042628517293,blues
blues.00008.4,0.2801085914899122,1.302947397459039,blues
blues.00008.5,0.22268585640063654,0.7438086387066953,blues
blues.00009.0,2.8541278625060236,-0.29655506544604454,blues
blues.00009.1,3.023778922204009,-0.2383060725158244,blues
blues.00009.2,5.071145058826266,1.068556389445784,blues
blues.00009.3,1.2603416312833824,-0.8406144626011098,blues
blues.00009.4,2.913457272025811,1.9424062666508677,blues
blues.00009.5,3.955166312001601,-0.08103599303757761,blues
blues.00010.0,2.2739624660916156,2.4462702187809664,blues
blues.00010.1,0.6684707875487363,2.3960982091428673,blues
blues.00010.2,2.5581166635909036,2.2538820361558245,blues
blues.00010.3,3.718315885784055,2.419063776066127,blues
blues.00010.4,2.0755831211387985,-0.9433213434255363,blues
blues.00010.5,3.1106940731963304,2.577196460345467,blues
blues.00011.0,3.11095452927042,-2.6698509425241097,blues
blues.00011.1,2.9093734877231565,-2.6960972359229802,blues
blues.00011.2,2.632798136039555,-3.1367399423166,blues
blues.00011.3,3.0299414033329626,-1.9348470388877042,blues
blues.00011.4,3.2890984799797724,-2.5310963162555113,blues
blues.00011.5,2.7685247292920026,-1.5230002546834025,blues
blues.00012.0,2.487437268934119,0.6803225162590376,blues
blues.00012.1,1.9697384110587044,0.9228435477407313,blues
blues.00012.2,2.168532409743787,1.1573807066819333,blues
blues.00012.3,2.9165122249157154,1.27809201142043,blues
blues.00012.4,2.11521508824095,1.678432809384692,blues
blues.00012.5,2.7758168918418966,0.9570901234397404,blues
blues.00013.0,1.1705266209616345,0.9751517054945414,blues
blues.00013.1,0.27164816826717164,2.6554168614894627,blues
blues.00013.2,1.76657735311696,0.8800646056248527,blues
blues.00013.3,2.3643954712027386,0.7918688073067569,blues
blues.00013.4,2.951529589355717,0.13158771941609768,blues
blues.00013.5,2.2521519657993014,0.6986412629415506,blues
blues.00014.0,3.226967429391713,1.2046974803670027,blues
blues.00014.1,1.5824890334444934,0.47004102234011524,blues
blues.00014.2,2.0590598968944875,0.7115622235335327,blues
blues.00014.3,3.2509557692324558,0.8554903805745124,blues
blues.00014.4,1.566924355761474,1.1989718615853588,blues
blues.00014.5,3.0744555032343626,0.5736784268378753,blues
blues.00015.0,2.1237832765101787,0.5697373954219104,blues
blues.00015.1,1.6340038943215576,0.5924481253668401,blues
blues.00015.2,2.6171364929243537,0.8498591542064856,blues
blues.00015.3,2.0418006217558826,1.5031904758709553,blues
blues.00015.4,3.1068426264180644,0.9725076373634793,blues
blues.00015.5,3.1793024066153284,0.6071015415467975,blues
blues.00016.0,1.0285098970217215,0.9300862015098806,blues
blues.00016.1,1.4579475752975157,0.6570608322136892,blues
blues.00016.2,1.4946093937352767,0.2997379290150631,blues
blues.00016.3,1.8858517741118666,0.8712709879471969,blues
blues.00016.4,1.3420949848392332,-0.06983190240743178,blues
blues.00016.5,1.3746403345811775,0.7641940606002604,blues
blues.00017.0,2.409743256977951,0.712711985185716,blues
blues.00017.1,2.3448742740983977,0.9747933694327655,blues
blues.00017.2,2.4827616574292275,0.944851997133082,blues
blues.00017.3,2.799160445167435,0.5824966117201269,blues
blues.00017.4,2.6515052811537263,0.7110232966481269,blues
blues.00017.5,2.4097117663479923,1.4284837391889564,blues
blues.00018.0,2.0735010602628385,-0.5745336359117285,blues
blues.00018.1,2.0367689947933307,-1.2088810986424594,blues
blues.00018.2,1.9650342251698882,-1.2990688361044334,blues
blues.00018.3,1.7693303586392881,-0.25983534065836,blues
blues.00018.4,2.5100236534471687,0.8186374354861395,blues
blues.00018.5,3.736709690718362,-1.54329874271955,blues
blues.00019.0,3.7641651273423404,0.5177410781850025,blues
blues.00019.1,2.5219623786662244,0.9715791575667068,blues
blues.00019.2,2.9770777732500524,0.6220662646084828,blues
blues.00019.3,2.9438746425094022,0.7411505823477791,blues
blues.00019.4,3.0000921456234035,0.2107025286947855,blues
blues.00019.5,2.7770464320952466,1.042711712242372,blues
blues.00020.0,1.7121964748815828,1.3161240687269855,blues
blues.00020.1,2.1013206181768584,1.1561620678588334,blues
blues.00020.2,1.1674587396630358,1.6234490061012474,blues
blues.00020.3,1.5794654609519947,0.7766130020335287,blues
blues.00020.4,1.229300119567734,1.213446499162942,blues
blues.00020.5,0.8980471695239182,1.0559461334204536,blues
blues.00021.0,2.913478932016437,-0.13074166717127841,blues
blues.00021.1,3.7284940261306674,0.06115295937005683,blues
blues.00021.2,2.017585482274516,-0.5396467468749859,blues
blues.00021.3,2.444111695742269,-0.3018183472786261,blues
blues.00021.4,2.158800517209393,-0.07677833805493586,blues
blues.00021.5,3.487117190109307,-0.04458560098542857,blues
blues.00022.0,3.47688691329877,0.803561561601312,blues
blues.00022.1,1.9600486753769852,0.24879017971673112,blues
blues.00022.2,3.514455774471093,1.408997873948845,blues
blues.00022.3,1.83651756130972,1.8126817030858073,blues
blues.00022.4,1.9290364945637128,0.6282697779055835,blues
blues.00022.5,1.6412184248875161,0.27067808803039656,blues
blues.00023.0,3.7660066679789312,1.096236432658967,blues
blues.00023.1,3.489661449538911,1.036205846706744,blues
blues.00023.2,3.4606223673597363,1.8730866270592639,blues
blues.00023.3,3.3470328762697275,0.8245543483302995,blues
blues.00023.4,3.3296179540160162,1.9503377406550633,blues
blues.00023.5,4.102440773603556,0.39581177776198057,blues
blues.00024.0,4.827010259626519,0.9759229091276763,blues
blues.00024.1,4.765173192256469,0.9932637508438333,blues
blues.00024.2,3.5670419078833153,0.9448006868158176,blues
blues.00024.3,3.5919891822915226,0.5857833740309663,blues
blues.00024.4,3.9421708975369185,0.902799900130385,blues
blues.00024.5,3.8570267554197515,0.4311819278626293,blues
blues.00025.0,3.3363954555749706,1.7294563026282654,blues
blues.00025.1,3.63228607627518,0.9749940019534507,blues
blues.00025.2,2.6678516707559417,2.1518047169560877,blues
blues.00025.3,2.1854925127643234,2.2666871837367264,blues
blues.00025.4,2.920855775001129,2.182891389438287,blues
blues.00025.5,2.8407536567560925,1.9148869016119874,blues
blues.00026.0,2.875634179699006,0.2723314139022894,blues
blues.00026.1,4.076187925637707,0.42665931039960403,blues
blues.00026.2,3.1423114214849597,0.5302033699215651,blues
blues.00026.3,3.1682238650172003,1.4034709842749584,blues
blues.00026.4,3.394687105353565,0.43532421574830177,blues
blues.00026.5,3.9481147725342844,-0.6539314349005948,blues
blues.00027.0,4.237511070596898,1.3070377523596768,blues
blues.00027.1,3.4087867304313373,1.2685403860763054,blues
blues.00027.2,4.28999757397362,1.267007226375692,blues
blues.00027.3,4.311775759223905,0.9927131808669042,blues
blues.00027.4,3.7068441841171396,1.1120278693750212,blues
blues.00027.5,4.044561126289691,1.5875684963738228,blues
blues.00028.0,4.692266819730147,0.4369992085217675,blues
blues.00028.1,4.08200435317602,1.2211732206725172,blues
blues.00028.2,3.4397900101659027,1.1595677815049819,blues
blues.00028.3,3.797263862022801,0.5015698274641168,blues
blues.00028.4,4.046076162666463,0.8164007456188319,blues
blues.00028.5,4.251162401048705,0.5658056468529414,blues
blues.00029.0,2.095827790661936,-5.476017488508691,blues
blues.00029.1,2.910345854078885,-2.2672896094848256,blues
blues.00029.2,1.7863288337074696,-6.308929402773966,blues
blues.00029.3,2.3190688161695276,-4.849666568384482,blues
blues.00029.4,2.081810466675445,-2.564301377038957,blues
blues.00029.5,4.014683198479725,-3.525613968188456,blues
blues.00030.0,3.718620219206673,-2.1424988217463143,blues
blues.00030.1,2.147126711278834,-4.474577377841466,blues
blues.00030.2,2.861193151618545,-3.587070890393829,blues
blues.00030.3,3.455806529782192,-2.9282244893531377,blues
blues.00030.4,3.11537313473742,-3.9616731764235626,blues
blues.00030.5,5.3676698820316595,-1.301755172513394,blues
blues.00031.0,3.3882955261180943,-4.28470321605113,blues
blues.00031.1,3.60454820830016,-3.1785912200373336,blues
blues.00031.2,4.058188856981974,-3.7921343846069875,blues
blues.00031.3,3.5301293311401793,-2.5668177117205855,blues
blues.00031.4,3.375972579304469,-3.4783150419391142,blues
blues.00031.5,4.0312025892353605,-2.8446077326819084,blues
blues.00032.0,4.65051164043406,-4.249545681252774,blues
blues.00032.1,5.588746228902688,-2.560486005568263,blues
blues.00032.2,3.1351969031077047,-6.6598074222111565,blues
blues.00032.3,3.3574180941675884,-6.721888218886745,blues
